Count: 10000
2097 2511.2341 9679.5508
2098 2505.1518 9681.1267
2099 2499.0685 9682.6988
2100 2492.9842 9684.2671
2101 2486.8989 9685.8316
2102 2480.8126 9687.3923
2103 2474.7253 9688.9491
2104 2468.6371 9690.5021
2105 2462.5479 9692.0513
2106 2456.4577 9693.5966
2107 2450.3666 9695.1381
2108 2444.2744 9696.6758
2109 2438.1814 9698.2097
2110 2432.0873 9699.7398
2111 2425.9923 9701.2660
2112 2419.8963 9702.7883
2113 2413.7994 9704.3069
2114 2407.7016 9705.8216
2115 2401.6027 9707.3325
2116 2395.5030 9708.8396
2117 2389.4022 9710.3428
2118 2383.3006 9711.8422
2119 2377.1980 9713.3377
2120 2371.0944 9714.8294
2121 2364.9900 9716.3173
2122 2358.8846 9717.8014
2123 2352.7782 9719.2816
2124 2346.6710 9720.7580
2125 2340.5628 9722.2305
2126 2334.4536 9723.6992
2127 2328.3436 9725.1641
2128 2322.2326 9726.6251
2129 2316.1208 9728.0823
2130 2310.0080 9729.5356
2131 2303.8943 9730.9851
2132 2297.7797 9732.4308
2133 2291.6641 9733.8726
2134 2285.5477 9735.3106
2135 2279.4304 9736.7447
2136 2273.3122 9738.1750
2137 2267.1930 9739.6014
2138 2261.0730 9741.0240
2139 2254.9521 9742.4428
2140 2248.8303 9743.8577
2141 2242.7076 9745.2687
2142 2236.5840 9746.6759
2143 2230.4596 9748.0793
2144 2224.3342 9749.4788
2145 2218.2080 9750.8745
2146 2212.0809 9752.2663
2147 2205.9530 9753.6543
2148 2199.8241 9755.0384
2149 2193.6944 9756.4186
2150 2187.5638 9757.7951
2151 2181.4324 9759.1676
2152 2175.3001 9760.5363
2153 2169.1670 9761.9012
2154 2163.0330 9763.2622
2155 2156.8981 9764.6193
2156 2150.7624 9765.9726
2157 2144.6258 9767.3221
2158 2138.4884 9768.6676
2159 2132.3501 9770.0094
2160 2126.2110 9771.3472
2161 2120.0711 9772.6812
2162 2113.9303 9774.0114
2163 2107.7887 9775.3377
2164 2101.6463 9776.6601
2165 2095.5030 9777.9787
2166 2089.3589 9779.2934
2167 2083.2140 9780.6043
2168 2077.0682 9781.9112
2169 2070.9217 9783.2144
2170 2064.7743 9784.5136
2171 2058.6261 9785.8090
2172 2052.4771 9787.1006
2173 2046.3273 9788.3883
2174 2040.1766 9789.6721
2175 2034.0252 9790.9520
2176 2027.8730 9792.2281
2177 2021.7199 9793.5003
2178 2015.5661 9794.7687
2179 2009.4114 9796.0332
2180 2003.2560 9797.2938
2181 1997.0998 9798.5505
2182 1990.9428 9799.8034
2183 1984.7850 9801.0524
2184 1978.6264 9802.2976
2185 1972.4671 9803.5388
2186 1966.3069 9804.7762
2187 1960.1460 9806.0098
2188 1953.9844 9807.2394
2189 1947.8219 9808.4652
2190 1941.6587 9809.6871
2191 1935.4947 9810.9052
2192 1929.3299 9812.1193
2193 1923.1644 9813.3296
2194 1916.9981 9814.5361
2195 1910.8311 9815.7386
2196 1904.6633 9816.9373
2197 1898.4948 9818.1321
2198 1892.3255 9819.3230
2199 1886.1554 9820.5100
2200 1879.9847 9821.6932
2201 1873.8131 9822.8725
2202 1867.6409 9824.0479
2203 1861.4679 9825.2195
2204 1855.2941 9826.3871
2205 1849.1197 9827.5509
2206 1842.9445 9828.7108
2207 1836.7686 9829.8668
2208 1830.5919 9831.0189
2209 1824.4145 9832.1672
2210 1818.2364 9833.3116
2211 1812.0576 9834.4520
2212 1805.8781 9835.5887
2213 1799.6979 9836.7214
2214 1793.5169 9837.8502
2215 1787.3353 9838.9752
2216 1781.1529 9840.0963
2217 1774.9698 9841.2134
2218 1768.7861 9842.3267
2219 1762.6016 9843.4362
2220 1756.4164 9844.5417
2221 1750.2306 9845.6433
2222 1744.0440 9846.7411
2223 1737.8568 9847.8350
2224 1731.6689 9848.9250
2225 1725.4803 9850.0111
2226 1719.2910 9851.0933
2227 1713.1010 9852.1716
2228 1706.9104 9853.2460
2229 1700.7191 9854.3165
2230 1694.5271 9855.3832
2231 1688.3344 9856.4460
2232 1682.1411 9857.5048
2233 1675.9471 9858.5598
2234 1669.7525 9859.6109
2235 1663.5572 9860.6581
2236 1657.3612 9861.7014
2237 1651.1646 9862.7408
2238 1644.9673 9863.7763
2239 1638.7694 9864.8079
2240 1632.5709 9865.8356
2241 1626.3717 9866.8594
2242 1620.1718 9867.8794
2243 1613.9713 9868.8954
2244 1607.7702 9869.9075
2245 1601.5684 9870.9158
2246 1595.3660 9871.9201
2247 1589.1630 9872.9206
2248 1582.9593 9873.9171
2249 1576.7551 9874.9098
2250 1570.5502 9875.8985
2251 1564.3447 9876.8834
2252 1558.1385 9877.8644
2253 1551.9318 9878.8414
2254 1545.7244 9879.8146
2255 1539.5164 9880.7838
2256 1533.3078 9881.7492
2257 1527.0986 9882.7106
2258 1520.8889 9883.6682
2259 1514.6785 9884.6219
2260 1508.4675 9885.5716
2261 1502.2559 9886.5174
2262 1496.0437 9887.4594
2263 1489.8309 9888.3974
2264 1483.6176 9889.3316
2265 1477.4036 9890.2618
2266 1471.1891 9891.1881
2267 1464.9740 9892.1106
2268 1458.7583 9893.0291
2269 1452.5421 9893.9437
2270 1446.3252 9894.8544
2271 1440.1078 9895.7612
2272 1433.8899 9896.6641
2273 1427.6713 9897.5631
2274 1421.4522 9898.4581
2275 1415.2325 9899.3493
2276 1409.0123 9900.2366
2277 1402.7915 9901.1199
2278 1396.5702 9901.9994
2279 1390.3483 9902.8749
2280 1384.1259 9903.7465
2281 1377.9029 9904.6143
2282 1371.6794 9905.4781
2283 1365.4553 9906.3380
2284 1359.2307 9907.1939
2285 1353.0056 9908.0460
2286 1346.7799 9908.8942
2287 1340.5537 9909.7384
2288 1334.3270 9910.5788
2289 1328.0997 9911.4152
2290 1321.8719 9912.2477
2291 1315.6436 9913.0763
2292 1309.4148 9913.9010
2293 1303.1854 9914.7218
2294 1296.9556 9915.5386
2295 1290.7252 9916.3516
2296 1284.4943 9917.1606
2297 1278.2629 9917.9657
2298 1272.0310 9918.7669
2299 1265.7986 9919.5642
2300 1259.5657 9920.3576
2301 1253.3323 9921.1470
2302 1247.0984 9921.9325
2303 1240.8641 9922.7142
2304 1234.6292 9923.4919
2305 1228.3938 9924.2656
2306 1222.1580 9925.0355
2307 1215.9217 9925.8015
2308 1209.6849 9926.5635
2309 1203.4476 9927.3216
2310 1197.2098 9928.0758
2311 1190.9716 9928.8260
2312 1184.7329 9929.5724
2313 1178.4937 9930.3148
2314 1172.2541 9931.0533
2315 1166.0140 9931.7879
2316 1159.7734 9932.5186
2317 1153.5324 9933.2453
2318 1147.2910 9933.9682
2319 1141.0490 9934.6871
2320 1134.8067 9935.4020
2321 1128.5638 9936.1131
2322 1122.3206 9936.8202
2323 1116.0769 9937.5235
2324 1109.8327 9938.2227
2325 1103.5881 9938.9181
2326 1097.3431 9939.6096
2327 1091.0977 9940.2971
2328 1084.8518 9940.9807
2329 1078.6054 9941.6603
2330 1072.3587 9942.3361
2331 1066.1115 9943.0079
2332 1059.8640 9943.6758
2333 1053.6160 9944.3398
2334 1047.3675 9944.9998
2335 1041.1187 9945.6559
2336 1034.8695 9946.3081
2337 1028.6198 9946.9564
2338 1022.3697 9947.6007
2339 1016.1193 9948.2411
2340 1009.8684 9948.8776
2341 1003.6171 9949.5102
2342 997.3655 9950.1388
2343 991.1134 9950.7635
2344 984.8610 9951.3843
2345 978.6082 9952.0011
2346 972.3549 9952.6140
2347 966.1013 9953.2230
2348 959.8474 9953.8281
2349 953.5930 9954.4292
2350 947.3382 9955.0264
2351 941.0831 9955.6196
2352 934.8276 9956.2090
2353 928.5718 9956.7944
2354 922.3156 9957.3759
2355 916.0590 9957.9534
2356 909.8020 9958.5270
2357 903.5447 9959.0967
2358 897.2871 9959.6624
2359 891.0291 9960.2243
2360 884.7707 9960.7821
2361 878.5120 9961.3361
2362 872.2529 9961.8861
2363 865.9935 9962.4322
2364 859.7337 9962.9743
2365 853.4736 9963.5126
2366 847.2132 9964.0469
2367 840.9525 9964.5772
2368 834.6914 9965.1036
2369 828.4299 9965.6261
2370 822.1682 9966.1447
2371 815.9061 9966.6593
2372 809.6437 9967.1700
2373 803.3810 9967.6767
2374 797.1180 9968.1795
2375 790.8546 9968.6784
2376 784.5910 9969.1733
2377 778.3270 9969.6643
2378 772.0627 9970.1514
2379 765.7981 9970.6345
2380 759.5332 9971.1137
2381 753.2681 9971.5890
2382 747.0026 9972.0603
2383 740.7368 9972.5277
2384 734.4707 9972.9912
2385 728.2044 9973.4507
2386 721.9377 9973.9063
2387 715.6708 9974.3579
2388 709.4036 9974.8056
2389 703.1361 9975.2494
2390 696.8683 9975.6892
2391 690.6003 9976.1251
2392 684.3319 9976.5570
2393 678.0633 9976.9850
2394 671.7945 9977.4091
2395 665.5254 9977.8292
2396 659.2560 9978.2454
2397 652.9863 9978.6577
2398 646.7164 9979.0660
2399 640.4463 9979.4704
2400 634.1759 9979.8708
2401 627.9052 9980.2673
2402 621.6343 9980.6598
2403 615.3631 9981.0485
2404 609.0917 9981.4331
2405 602.8201 9981.8139
2406 596.5482 9982.1907
2407 590.2761 9982.5635
2408 584.0038 9982.9324
2409 577.7312 9983.2974
2410 571.4584 9983.6584
2411 565.1853 9984.0155
2412 558.9121 9984.3686
2413 552.6386 9984.7179
2414 546.3649 9985.0631
2415 540.0910 9985.4044
2416 533.8169 9985.7418
2417 527.5426 9986.0752
2418 521.2680 9986.4047
2419 514.9933 9986.7303
2420 508.7183 9987.0519
2421 502.4432 9987.3696
2422 496.1678 9987.6833
2423 489.8923 9987.9931
2424 483.6166 9988.2989
2425 477.3406 9988.6008
2426 471.0645 9988.8987
2427 464.7882 9989.1928
2428 458.5117 9989.4828
2429 452.2351 9989.7689
2430 445.9582 9990.0511
2431 439.6812 9990.3293
2432 433.4040 9990.6036
2433 427.1266 9990.8740
2434 420.8491 9991.1404
2435 414.5714 9991.4028
2436 408.2935 9991.6613
2437 402.0155 9991.9159
2438 395.7373 9992.1665
2439 389.4590 9992.4132
2440 383.1805 9992.6559
2441 376.9018 9992.8947
2442 370.6230 9993.1296
2443 364.3441 9993.3605
2444 358.0650 9993.5874
2445 351.7858 9993.8104
2446 345.5064 9994.0295
2447 339.2269 9994.2446
2448 332.9473 9994.4558
2449 326.6675 9994.6630
2450 320.3876 9994.8663
2451 314.1076 9995.0656
2452 307.8274 9995.2610
2453 301.5472 9995.4524
2454 295.2668 9995.6399
2455 288.9863 9995.8235
2456 282.7057 9996.0031
2457 276.4249 9996.1787
2458 270.1441 9996.3504
2459 263.8632 9996.5182
2460 257.5821 9996.6820
2461 251.3010 9996.8419
2462 245.0197 9996.9978
2463 238.7384 9997.1498
2464 232.4569 9997.2978
2465 226.1754 9997.4419
2466 219.8938 9997.5820
2467 213.6121 9997.7182
2468 207.3303 9997.8505
2469 201.0484 9997.9788
2470 194.7664 9998.1031
2471 188.4844 9998.2235
2472 182.2023 9998.3400
2473 175.9201 9998.4525
2474 169.6379 9998.5610
2475 163.3556 9998.6657
2476 157.0732 9998.7663
2477 150.7907 9998.8630
2478 144.5082 9998.9558
2479 138.2257 9999.0446
2480 131.9431 9999.1295
2481 125.6604 9999.2104
2482 119.3777 9999.2874
2483 113.0949 9999.3605
2484 106.8121 9999.4295
2485 100.5293 9999.4947
2486 94.2464 9999.5559
2487 87.9635 9999.6131
2488 81.6805 9999.6664
2489 75.3975 9999.7158
2490 69.1145 9999.7612
2491 62.8314 9999.8026
2492 56.5484 9999.8401
2493 50.2653 9999.8737
2494 43.9822 9999.9033
2495 37.6990 9999.9289
2496 31.4159 9999.9507
2497 25.1327 9999.9684
2498 18.8495 9999.9822
2499 12.5664 9999.9921
2500 6.2832 9999.9980
2501 0.0000 10000.0000
2502 -6.2832 9999.9980
2503 -12.5664 9999.9921
2504 -18.8495 9999.9822
2505 -25.1327 9999.9684
2506 -31.4159 9999.9507
2507 -37.6990 9999.9289
2508 -43.9822 9999.9033
2509 -50.2653 9999.8737
2510 -56.5484 9999.8401
2511 -62.8314 9999.8026
2512 -69.1145 9999.7612
2513 -75.3975 9999.7158
2514 -81.6805 9999.6664
2515 -87.9635 9999.6131
2516 -94.2464 9999.5559
2517 -100.5293 9999.4947
2518 -106.8121 9999.4295
2519 -113.0949 9999.3605
2520 -119.3777 9999.2874
2521 -125.6604 9999.2104
2522 -131.9431 9999.1295
2523 -138.2257 9999.0446
2524 -144.5082 9998.9558
2525 -150.7907 9998.8630
2526 -157.0732 9998.7663
2527 -163.3556 9998.6657
2528 -169.6379 9998.5610
2529 -175.9201 9998.4525
2530 -182.2023 9998.3400
2531 -188.4844 9998.2235
2532 -194.7664 9998.1031
2533 -201.0484 9997.9788
2534 -207.3303 9997.8505
2535 -213.6121 9997.7182
2536 -219.8938 9997.5820
2537 -226.1754 9997.4419
2538 -232.4569 9997.2978
2539 -238.7384 9997.1498
2540 -245.0197 9996.9978
2541 -251.3010 9996.8419
2542 -257.5821 9996.6820
2543 -263.8632 9996.5182
2544 -270.1441 9996.3504
2545 -276.4249 9996.1787
2546 -282.7057 9996.0031
2547 -288.9863 9995.8235
2548 -295.2668 9995.6399
2549 -301.5472 9995.4524
2550 -307.8274 9995.2610
2551 -314.1076 9995.0656
2552 -320.3876 9994.8663
2553 -326.6675 9994.6630
2554 -332.9473 9994.4558
2555 -339.2269 9994.2446
2556 -345.5064 9994.0295
2557 -351.7858 9993.8104
2558 -358.0650 9993.5874
2559 -364.3441 9993.3605
2560 -370.6230 9993.1296
2561 -376.9018 9992.8947
2562 -383.1805 9992.6559
2563 -389.4590 9992.4132
2564 -395.7373 9992.1665
2565 -402.0155 9991.9159
2566 -408.2935 9991.6613
2567 -414.5714 9991.4028
2568 -420.8491 9991.1404
2569 -427.1266 9990.8740
2570 -433.4040 9990.6036
2571 -439.6812 9990.3293
2572 -445.9582 9990.0511
2573 -452.2351 9989.7689
2574 -458.5117 9989.4828
2575 -464.7882 9989.1928
2576 -471.0645 9988.8987
2577 -477.3406 9988.6008
2578 -483.6166 9988.2989
2579 -489.8923 9987.9931
2580 -496.1678 9987.6833
2581 -502.4432 9987.3696
2582 -508.7183 9987.0519
2583 -514.9933 9986.7303
2584 -521.2680 9986.4047
2585 -527.5426 9986.0752
2586 -533.8169 9985.7418
2587 -540.0910 9985.4044
2588 -546.3649 9985.0631
2589 -552.6386 9984.7179
2590 -558.9121 9984.3686
2591 -565.1853 9984.0155
2592 -571.4584 9983.6584
2593 -577.7312 9983.2974
2594 -584.0038 9982.9324
2595 -590.2761 9982.5635
2596 -596.5482 9982.1907
2597 -602.8201 9981.8139
2598 -609.0917 9981.4331
2599 -615.3631 9981.0485
2600 -621.6343 9980.6598
2601 -627.9052 9980.2673
2602 -634.1759 9979.8708
2603 -640.4463 9979.4704
2604 -646.7164 9979.0660
2605 -652.9863 9978.6577
2606 -659.2560 9978.2454
2607 -665.5254 9977.8292
2608 -671.7945 9977.4091
2609 -678.0633 9976.9850
2610 -684.3319 9976.5570
2611 -690.6003 9976.1251
2612 -696.8683 9975.6892
2613 -703.1361 9975.2494
2614 -709.4036 9974.8056
2615 -715.6708 9974.3579
2616 -721.9377 9973.9063
2617 -728.2044 9973.4507
2618 -734.4707 9972.9912
2619 -740.7368 9972.5277
2620 -747.0026 9972.0603
2621 -753.2681 9971.5890
2622 -759.5332 9971.1137
2623 -765.7981 9970.6345
2624 -772.0627 9970.1514
2625 -778.3270 9969.6643
2626 -784.5910 9969.1733
2627 -790.8546 9968.6784
2628 -797.1180 9968.1795
2629 -803.3810 9967.6767
2630 -809.6437 9967.1700
2631 -815.9061 9966.6593
2632 -822.1682 9966.1447
2633 -828.4299 9965.6261
2634 -834.6914 9965.1036
2635 -840.9525 9964.5772
2636 -847.2132 9964.0469
2637 -853.4736 9963.5126
2638 -859.7337 9962.9743
2639 -865.9935 9962.4322
2640 -872.2529 9961.8861
2641 -878.5120 9961.3361
2642 -884.7707 9960.7821
2643 -891.0291 9960.2243
2644 -897.2871 9959.6624
2645 -903.5447 9959.0967
2646 -909.8020 9958.5270
2647 -916.0590 9957.9534
2648 -922.3156 9957.3759
2649 -928.5718 9956.7944
2650 -934.8276 9956.2090
2651 -941.0831 9955.6196
2652 -947.3382 9955.0264
2653 -953.5930 9954.4292
2654 -959.8474 9953.8281
2655 -966.1013 9953.2230
2656 -972.3549 9952.6140
2657 -978.6082 9952.0011
2658 -984.8610 9951.3843
2659 -991.1134 9950.7635
2660 -997.3655 9950.1388
2661 -1003.6171 9949.5102
2662 -1009.8684 9948.8776
2663 -1016.1193 9948.2411
2664 -1022.3697 9947.6007
2665 -1028.6198 9946.9564
2666 -1034.8695 9946.3081
2667 -1041.1187 9945.6559
2668 -1047.3675 9944.9998
2669 -1053.6160 9944.3398
2670 -1059.8640 9943.6758
2671 -1066.1115 9943.0079
2672 -1072.3587 9942.3361
2673 -1078.6054 9941.6603
2674 -1084.8518 9940.9807
2675 -1091.0977 9940.2971
2676 -1097.3431 9939.6096
2677 -1103.5881 9938.9181
2678 -1109.8327 9938.2227
2679 -1116.0769 9937.5235
2680 -1122.3206 9936.8202
2681 -1128.5638 9936.1131
2682 -1134.8067 9935.4020
2683 -1141.0490 9934.6871
2684 -1147.2910 9933.9682
2685 -1153.5324 9933.2453
2686 -1159.7734 9932.5186
2687 -1166.0140 9931.7879
2688 -1172.2541 9931.0533
2689 -1178.4937 9930.3148
2690 -1184.7329 9929.5724
2691 -1190.9716 9928.8260
2692 -1197.2098 9928.0758
2693 -1203.4476 9927.3216
2694 -1209.6849 9926.5635
2695 -1215.9217 9925.8015
2696 -1222.1580 9925.0355
2697 -1228.3938 9924.2656
2698 -1234.6292 9923.4919
2699 -1240.8641 9922.7142
2700 -1247.0984 9921.9325
2701 -1253.3323 9921.1470
2702 -1259.5657 9920.3576
2703 -1265.7986 9919.5642
2704 -1272.0310 9918.7669
2705 -1278.2629 9917.9657
2706 -1284.4943 9917.1606
2707 -1290.7252 9916.3516
2708 -1296.9556 9915.5386
2709 -1303.1854 9914.7218
2710 -1309.4148 9913.9010
2711 -1315.6436 9913.0763
2712 -1321.8719 9912.2477
2713 -1328.0997 9911.4152
2714 -1334.3270 9910.5788
2715 -1340.5537 9909.7384
2716 -1346.7799 9908.8942
2717 -1353.0056 9908.0460
2718 -1359.2307 9907.1939
2719 -1365.4553 9906.3380
2720 -1371.6794 9905.4781
2721 -1377.9029 9904.6143
2722 -1384.1259 9903.7465
2723 -1390.3483 9902.8749
2724 -1396.5702 9901.9994
2725 -1402.7915 9901.1199
2726 -1409.0123 9900.2366
2727 -1415.2325 9899.3493
2728 -1421.4522 9898.4581
2729 -1427.6713 9897.5631
2730 -1433.8899 9896.6641
2731 -1440.1078 9895.7612
2732 -1446.3252 9894.8544
2733 -1452.5421 9893.9437
2734 -1458.7583 9893.0291
2735 -1464.9740 9892.1106
2736 -1471.1891 9891.1881
2737 -1477.4036 9890.2618
2738 -1483.6176 9889.3316
2739 -1489.8309 9888.3974
2740 -1496.0437 9887.4594
2741 -1502.2559 9886.5174
2742 -1508.4675 9885.5716
2743 -1514.6785 9884.6219
2744 -1520.8889 9883.6682
2745 -1527.0986 9882.7106
2746 -1533.3078 9881.7492
2747 -1539.5164 9880.7838
2748 -1545.7244 9879.8146
2749 -1551.9318 9878.8414
2750 -1558.1385 9877.8644
2751 -1564.3447 9876.8834
2752 -1570.5502 9875.8985
2753 -1576.7551 9874.9098
2754 -1582.9593 9873.9171
2755 -1589.1630 9872.9206
2756 -1595.3660 9871.9201
2757 -1601.5684 9870.9158
2758 -1607.7702 9869.9075
2759 -1613.9713 9868.8954
2760 -1620.1718 9867.8794
2761 -1626.3717 9866.8594
2762 -1632.5709 9865.8356
2763 -1638.7694 9864.8079
2764 -1644.9673 9863.7763
2765 -1651.1646 9862.7408
2766 -1657.3612 9861.7014
2767 -1663.5572 9860.6581
2768 -1669.7525 9859.6109
2769 -1675.9471 9858.5598
2770 -1682.1411 9857.5048
2771 -1688.3344 9856.4460
2772 -1694.5271 9855.3832
2773 -1700.7191 9854.3165
2774 -1706.9104 9853.2460
2775 -1713.1010 9852.1716
2776 -1719.2910 9851.0933
2777 -1725.4803 9850.0111
2778 -1731.6689 9848.9250
2779 -1737.8568 9847.8350
2780 -1744.0440 9846.7411
2781 -1750.2306 9845.6433
2782 -1756.4164 9844.5417
2783 -1762.6016 9843.4362
2784 -1768.7861 9842.3267
2785 -1774.9698 9841.2134
2786 -1781.1529 9840.0963
2787 -1787.3353 9838.9752
2788 -1793.5169 9837.8502
2789 -1799.6979 9836.7214
2790 -1805.8781 9835.5887
2791 -1812.0576 9834.4520
2792 -1818.2364 9833.3116
2793 -1824.4145 9832.1672
2794 -1830.5919 9831.0189
2795 -1836.7686 9829.8668
2796 -1842.9445 9828.7108
2797 -1849.1197 9827.5509
2798 -1855.2941 9826.3871
2799 -1861.4679 9825.2195
2800 -1867.6409 9824.0479
2801 -1873.8131 9822.8725
2802 -1879.9847 9821.6932
2803 -1886.1554 9820.5100
2804 -1892.3255 9819.3230
2805 -1898.4948 9818.1321
2806 -1904.6633 9816.9373
2807 -1910.8311 9815.7386
2808 -1916.9981 9814.5361
2809 -1923.1644 9813.3296
2810 -1929.3299 9812.1193
2811 -1935.4947 9810.9052
2812 -1941.6587 9809.6871
2813 -1947.8219 9808.4652
2814 -1953.9844 9807.2394
2815 -1960.1460 9806.0098
2816 -1966.3069 9804.7762
2817 -1972.4671 9803.5388
2818 -1978.6264 9802.2976
2819 -1984.7850 9801.0524
2820 -1990.9428 9799.8034
2821 -1997.0998 9798.5505
2822 -2003.2560 9797.2938
2823 -2009.4114 9796.0332
2824 -2015.5661 9794.7687
2825 -2021.7199 9793.5003
2826 -2027.8730 9792.2281
2827 -2034.0252 9790.9520
2828 -2040.1766 9789.6721
2829 -2046.3273 9788.3883
2830 -2052.4771 9787.1006
2831 -2058.6261 9785.8090
2832 -2064.7743 9784.5136
2833 -2070.9217 9783.2144
2834 -2077.0682 9781.9112
2835 -2083.2140 9780.6043
2836 -2089.3589 9779.2934
2837 -2095.5030 9777.9787
2838 -2101.6463 9776.6601
2839 -2107.7887 9775.3377
2840 -2113.9303 9774.0114
2841 -2120.0711 9772.6812
2842 -2126.2110 9771.3472
2843 -2132.3501 9770.0094
2844 -2138.4884 9768.6676
2845 -2144.6258 9767.3221
2846 -2150.7624 9765.9726
2847 -2156.8981 9764.6193
2848 -2163.0330 9763.2622
2849 -2169.1670 9761.9012
2850 -2175.3001 9760.5363
2851 -2181.4324 9759.1676
2852 -2187.5638 9757.7951
2853 -2193.6944 9756.4186
2854 -2199.8241 9755.0384
2855 -2205.9530 9753.6543
2856 -2212.0809 9752.2663
2857 -2218.2080 9750.8745
2858 -2224.3342 9749.4788
2859 -2230.4596 9748.0793
2860 -2236.5840 9746.6759
2861 -2242.7076 9745.2687
2862 -2248.8303 9743.8577
2863 -2254.9521 9742.4428
2864 -2261.0730 9741.0240
2865 -2267.1930 9739.6014
2866 -2273.3122 9738.1750
2867 -2279.4304 9736.7447
2868 -2285.5477 9735.3106
2869 -2291.6641 9733.8726
2870 -2297.7797 9732.4308
2871 -2303.8943 9730.9851
2872 -2310.0080 9729.5356
2873 -2316.1208 9728.0823
2874 -2322.2326 9726.6251
2875 -2328.3436 9725.1641
2876 -2334.4536 9723.6992
2877 -2340.5628 9722.2305
2878 -2346.6710 9720.7580
2879 -2352.7782 9719.2816
2880 -2358.8846 9717.8014
2881 -2364.9900 9716.3173
2882 -2371.0944 9714.8294
2883 -2377.1980 9713.3377
2884 -2383.3006 9711.8422
2885 -2389.4022 9710.3428
2886 -2395.5030 9708.8396
2887 -2401.6027 9707.3325
2888 -2407.7016 9705.8216
2889 -2413.7994 9704.3069
2890 -2419.8963 9702.7883
2891 -2425.9923 9701.2660
2892 -2432.0873 9699.7398
2893 -2438.1814 9698.2097
2894 -2444.2744 9696.6758
2895 -2450.3666 9695.1381
2896 -2456.4577 9693.5966
2897 -2462.5479 9692.0513
2898 -2468.6371 9690.5021
2899 -2474.7253 9688.9491
2900 -2480.8126 9687.3923
2901 -2486.8989 9685.8316
2902 -2492.9842 9684.2671
2903 -2499.0685 9682.6988
2904 -2505.1518 9681.1267
2905 -2511.2341 9679.5508
2906 -2517.3155 9677.9710
2907 -2523.3958 9676.3874
2908 -2529.4752 9674.8000
2909 -2535.5535 9673.2088
2910 -2541.6309 9671.6137
2911 -2547.7073 9670.0149
2912 -2553.7826 9668.4122
2913 -2559.8569 9666.8057
2914 -2565.9303 9665.1954
2915 -2572.0026 9663.5813
2916 -2578.0739 9661.9633
2917 -2584.1442 9660.3416
2918 -2590.2134 9658.7160
2919 -2596.2817 9657.0866
2920 -2602.3489 9655.4534
2921 -2608.4151 9653.8164
2922 -2614.4802 9652.1756
2923 -2620.5443 9650.5309
2924 -2626.6074 9648.8825
2925 -2632.6695 9647.2302
2926 -2638.7305 9645.5742
2927 -2644.7905 9643.9143
2928 -2650.8494 9642.2506
2929 -2656.9073 9640.5832
2930 -2662.9641 9638.9119
2931 -2669.0199 9637.2368
2932 -2675.0746 9635.5579
2933 -2681.1283 9633.8752
2934 -2687.1809 9632.1887
2935 -2693.2325 9630.4984
2936 -2699.2829 9628.8043
2937 -2705.3324 9627.1064
2938 -2711.3807 9625.4046
2939 -2717.4280 9623.6991
2940 -2723.4742 9621.9898
2941 -2729.5194 9620.2767
2942 -2735.5634 9618.5598
2943 -2741.6064 9616.8391
2944 -2747.6483 9615.1146
2945 -2753.6891 9613.3863
2946 -2759.7288 9611.6542
2947 -2765.7675 9609.9183
2948 -2771.8050 9608.1787
2949 -2777.8415 9606.4352
2950 -2783.8768 9604.6879
2951 -2789.9111 9602.9369
2952 -2795.9442 9601.1820
2953 -2801.9763 9599.4234
2954 -2808.0072 9597.6609
2955 -2814.0370 9595.8947
2956 -2820.0658 9594.1247
2957 -2826.0934 9592.3509
2958 -2832.1199 9590.5733
2959 -2838.1452 9588.7920
2960 -2844.1695 9587.0068
2961 -2850.1926 9585.2179
2962 -2856.2146 9583.4252
2963 -2862.2355 9581.6287
2964 -2868.2553 9579.8284
2965 -2874.2739 9578.0243
2966 -2880.2914 9576.2165
2967 -2886.3077 9574.4048
2968 -2892.3229 9572.5894
2969 -2898.3370 9570.7702
2970 -2904.3499 9568.9473
2971 -2910.3617 9567.1205
2972 -2916.3723 9565.2900
2973 -2922.3818 9563.4557
2974 -2928.3901 9561.6176
2975 -2934.3972 9559.7758
2976 -2940.4033 9557.9301
2977 -2946.4081 9556.0808
2978 -2952.4118 9554.2276
2979 -2958.4143 9552.3706
2980 -2964.4156 9550.5099
2981 -2970.4158 9548.6454
2982 -2976.4148 9546.7772
2983 -2982.4126 9544.9052
2984 -2988.4093 9543.0294
2985 -2994.4048 9541.1498
2986 -3000.3991 9539.2665
2987 -3006.3922 9537.3794
2988 -3012.3841 9535.4886
2989 -3018.3748 9533.5939
2990 -3024.3644 9531.6956
2991 -3030.3527 9529.7934
2992 -3036.3398 9527.8875
2993 -3042.3258 9525.9778
2994 -3048.3105 9524.0644
2995 -3054.2941 9522.1472
2996 -3060.2764 9520.2263
2997 -3066.2576 9518.3016
2998 -3072.2375 9516.3731
2999 -3078.2162 9514.4409
3000 -3084.1937 9512.5049
3001 -3090.1699 9510.5652
3002 -3096.1450 9508.6217
3003 -3102.1188 9506.6744
3004 -3108.0914 9504.7234
3005 -3114.0628 9502.7687
3006 -3120.0330 9500.8102
3007 -3126.0019 9498.8479
3008 -3131.9696 9496.8819
3009 -3137.9360 9494.9122
3010 -3143.9012 9492.9387
3011 -3149.8652 9490.9614
3012 -3155.8279 9488.9805
3013 -3161.7894 9486.9957
3014 -3167.7496 9485.0072
3015 -3173.7086 9483.0150
